Easting,Northing
453491,4889484
453442,4889464
453430,4889459
453419,4889453
453410,4889449
453379,4889429
453366,4889421
453341,4889408
453298,4889388
453276,4889377
453252,4889364
453244,4889359
453239,4889356
453231,4889348
453226,4889343
453222,4889338
453213,4889325
453208,4889315
453206,4889309
453203,4889301
453202,4889296
453200,4889274
453199,4889227
453198,4889196
453200,4889187
453202,4889177
453208,4889163
453216,4889145
453227,4889125
453251,4889087
453265,4889062
453278,4889040
453292,4889015
453301,4888999
453312,4888979
453321,4888961
453329,4888945
453332,4888940
453335,4888933
453336,4888926
453338,4888922
453338,4888918
453338,4888914
453337,4888908
453337,4888901
453334,4888886
453329,4888864
453325,4888842
453323,4888830
453323,4888817
453325,4888799
453327,4888783
453328,4888759
453328,4888751
453328,4888740
453327,4888730
453324,4888702
453322,4888681
453319,4888657
453312,4888587
453301,4888460
453292,4888371
453284,4888324
453279,4888306
453275,4888294
453272,4888285
453268,4888274
453257,4888247
453250,4888227
453240,4888208
453234,4888199
453229,4888192
453222,4888184
453210,4888173
453195,4888163
453177,4888153
453152,4888142
453120,4888130
453101,4888123
453084,4888115
453067,4888106
453061,4888102
453051,4888095
453043,4888089
453034,4888081
453024,4888069
453013,4888055
453001,4888035
452992,4888019
452977,4887995
452969,4887980
452951,4887951
452933,4887921
452910,4887882
452892,4887854
452881,4887834
452861,4887804
452857,4887796
452852,4887785
452847,4887769
452846,4887763
452845,4887757
452843,4887730
452843,4887714
452842,4887700
452841,4887690
452837,4887679
452834,4887670
452830,4887660
452827,4887653
452820,4887638
452818,4887634
452816,4887626
452813,4887614
452811,4887603
452810,4887594
452811,4887585
452812,4887567
452820,4887534
452837,4887469
452839,4887453
452838,4887443
452837,4887429
452835,4887422
452833,4887412
452830,4887404
452828,4887398
452823,4887387
452816,4887376
452809,4887365
452802,4887357
452792,4887345
452781,4887336
452775,4887332
452766,4887325
452760,4887322
452754,4887319
452743,4887315
452719,4887305
452647,4887277
452585,4887253
452555,4887241
452536,4887235
452518,4887229
452499,4887224
452492,4887222
452479,4887219
452463,4887217
452456,4887216
452443,4887213
452427,4887211
452415,4887210
452406,4887210
452395,4887210
452380,4887210
452366,4887211
452357,4887212
452339,4887213
452327,4887215
452312,4887218
452296,4887220
452275,4887226
452250,4887231
452218,4887238
452178,4887248
452145,4887256
452112,4887264
452081,4887270
452003,4887288
451949,4887299
451927,4887304
451901,4887310
451868,4887316
451849,4887321
451820,4887327
451804,4887330
451792,4887331
451780,4887333
451770,4887334
451754,4887335
451745,4887335
451734,4887334
451725,4887334
451715,4887333
451696,4887330
451671,4887327
451652,4887325
451626,4887322
451597,4887317
451571,4887314
451551,4887311
451531,4887308
451514,4887303
451500,4887300
451490,4887297
451476,4887293
451463,4887288
451440,4887277
451418,4887266
451397,4887254
451369,4887238
451349,4887227
451321,4887212
451300,4887198
451282,4887187
451268,4887180
451247,4887167
451231,4887156
451220,4887148
451205,4887137
451193,4887126
451173,4887110
451147,4887088
451137,4887079
451125,4887068
451100,4887047
451073,4887025
451025,4886983
451010,4886970
450994,4886955
450978,4886941
450962,4886928
450953,4886920
450947,4886912
450939,4886905
450934,4886899
450925,4886890
450916,4886878
450911,4886870
450904,4886861
450902,4886857
450897,4886849
450890,4886836
450886,4886827
450880,4886816
450875,4886807
450870,4886797
450868,4886793
450863,4886785
450856,4886774
450849,4886765
450840,4886754
450834,4886748
450827,4886740
450791,4886705
450756,4886670
450742,4886656
450726,4886640
450716,4886630
450692,4886605
450678,4886591
450669,4886581
450660,4886571
450654,4886562
450645,4886550
450636,4886537
450630,4886524
450622,4886508
450616,4886494
450609,4886477
450600,4886456
450589,4886425
450577,4886393
450565,4886363
450559,4886346
450552,4886328
450546,4886313
450535,4886284
450523,4886252
450512,4886226
450504,4886204
450497,4886186
450493,4886176
450489,4886163
450485,4886151
450483,4886144
450478,4886129
450475,4886116
450471,4886100
450468,4886085
450466,4886069
450465,4886056
450463,4886046
450462,4886027
450461,4886014
450460,4885986
450458,4885947
450457,4885913
450456,4885886
450455,4885872
450454,4885851
450453,4885836
450452,4885825
450451,4885809
450450,4885801
450447,4885791
450443,4885770
450441,4885763
450438,4885758
450434,4885750
450425,4885739
450411,4885724
450404,4885719
450396,4885712
450388,4885708
450373,4885701
450360,4885696
450343,4885689
450331,4885685
450317,4885681
450303,4885676
450280,4885668
450262,4885661
450239,4885652
450213,4885644
450189,4885635
450168,4885627
450156,4885623
450140,4885618
450118,4885610
450099,4885605
450081,4885599
450046,4885589
450018,4885582
449987,4885574
449956,4885567
449897,4885552
449878,4885546
449841,4885538
449792,4885525
449758,4885517
449735,4885511
449715,4885504
449696,4885499
449670,4885489
449646,4885479
449635,4885476
449623,4885472
449605,4885466
449591,4885462
449580,4885460
449565,4885455
449546,4885452
449525,4885448
449509,4885445
449497,4885441
449482,4885438
449474,4885436
449458,4885432
449441,4885426
449427,4885420
449414,4885414
449401,4885410
449375,4885397
449352,4885383
449326,4885365
449312,4885355
449301,4885349
449280,4885336
449261,4885327
449250,4885322
449242,4885319
449233,4885316
449220,4885314
449213,4885314
449206,4885313
449199,4885313
449187,4885312
449175,4885312
449151,4885311
449139,4885311
449112,4885311
449096,4885310
449087,4885310
449078,4885310
449064,4885311
449055,4885313
449046,4885314
449035,4885315
449023,4885317
449009,4885320
448983,4885325
448967,4885329
448956,4885331
448939,4885335
448918,4885339
448897,4885343
448876,4885347
448840,4885354
448819,4885358
448805,4885360
448799,4885361
448790,4885362
448773,4885365
448752,4885367
448737,4885370
448725,4885370
448717,4885371
448702,4885372
448669,4885373
448647,4885376
448632,4885377
448616,4885378
448602,4885379
448584,4885381
448557,4885383
448523,4885386
448493,4885388
448445,4885392
448386,4885398
448338,4885402
448303,4885404
448274,4885406
448254,4885409
448229,4885410
448207,4885411
448187,4885412
448175,4885412
448165,4885411
448144,4885410
448103,4885405
448076,4885401
448058,4885400
448042,4885401
448030,4885401
448016,4885403
447999,4885406
447987,4885409
447971,4885413
447960,4885417
447946,4885420
447935,4885424
447921,4885426
447910,4885427
447888,4885431
447866,4885433
447841,4885434
447823,4885436
447798,4885438
447766,4885440
447739,4885442
447700,4885445
447674,4885447
447635,4885449
447592,4885452
447553,4885454
447523,4885456
447489,4885457
447467,4885458
447451,4885460
447435,4885460
447408,4885461
447384,4885461
447355,4885463
447329,4885464
447291,4885464
447259,4885466
447239,4885466
447223,4885466
447208,4885466
447187,4885464
447173,4885463
447155,4885461
447136,4885457
447121,4885453
447101,4885446
447082,4885438
447057,4885427
447031,4885415
447006,4885404
446967,4885386
446927,4885368
446882,4885349
446839,4885327
446823,4885318
446813,4885312
446798,4885301
446775,4885283
446756,4885264
446738,4885247
446728,4885233
446718,4885218
446712,4885205
446708,4885195
446703,4885180
446701,4885169
446698,4885145
446695,4885116
446691,4885073
446686,4885027
446685,4884994
446685,4884985
446686,4884968
446688,4884947
446692,4884920
446693,4884898
446693,4884890
446693,4884884
446691,4884878
446691,4884874
446688,4884868
446686,4884864
446683,4884857
446680,4884853
446676,4884847
446672,4884843
446666,4884837
446657,4884830
446649,4884824
446636,4884814
446625,4884807
446614,4884799
446605,4884792
446596,4884786
446588,4884779
446576,4884769
446568,4884763
446559,4884753
446552,4884744
446543,4884734
446535,4884724
446519,4884707
446506,4884694
446495,4884685
446486,4884678
446475,4884669
446464,4884660
446449,4884649
446433,4884639
446420,4884632
446399,4884621
446376,4884610
446351,4884599
446325,4884587
446295,4884575
446269,4884563
446242,4884550
446205,4884533
446171,4884519
446159,4884513
446149,4884508
446141,4884504
446132,4884498
446124,4884492
446116,4884485
446108,4884477
446101,4884468
446097,4884463
446093,4884458
446090,4884450
446086,4884442
446082,4884431
446079,4884420
446076,4884407
446074,4884397
446073,4884381
446071,4884364
446070,4884342
446069,4884317
446068,4884296
446068,4884272
446068,4884251
446069,4884227
446072,4884195
446077,4884162
446080,4884143
446083,4884118
446085,4884092
446086,4884069
446085,4884053
446083,4884036
446081,4884019
446075,4883983
446069,4883961
446064,4883942
446054,4883917
446041,4883885
446034,4883870
446028,4883855
446015,4883833
446009,4883823
446003,4883815
445997,4883807
445990,4883801
445979,4883791
445971,4883785
445963,4883780
445957,4883776
445945,4883769
445923,4883758
445913,4883753
445896,4883744
445887,4883740
445874,4883733
445865,4883730
445854,4883724
445843,4883720
445835,4883717
445827,4883714
445818,4883711
445805,4883707
445791,4883704
445774,4883702
445757,4883698
445741,4883695
445725,4883692
445710,4883689
445698,4883686
445685,4883681
445674,4883678
445664,4883674
445654,4883669
445643,4883663
445632,4883656
445614,4883645
445596,4883634
445583,4883628
445569,4883620
445554,4883612
445538,4883606
445527,4883601
445511,4883595
445500,4883592
445476,4883584
445439,4883573
445407,4883565
445366,4883554
445327,4883542
445235,4883517
445202,4883509
445165,4883499
445123,4883487
445081,4883474
445044,4883464
445004,4883454
444987,4883448
444975,4883443
444960,4883436
444914,4883402
444896,4883391
444869,4883375
444821,4883347
444774,4883321
444731,4883297
444691,4883276
444574,4883212
444553,4883199
444531,4883185
444495,4883166
444454,4883141
444419,4883120
444384,4883100
444358,4883085
444333,4883070
444303,4883053
444280,4883040
444254,4883026
444224,4883008
444194,4882991
444181,4882983
444168,4882976
444150,4882968
444132,4882956
444117,4882949
444105,4882942
444094,4882939
444088,4882937
444079,4882934
444067,4882932
444056,4882929
444048,4882928
444039,4882926
444028,4882925
444019,4882924
444008,4882923
443994,4882922
443981,4882921
443967,4882920
443952,4882919
443941,4882918
443930,4882917
443919,4882915
443907,4882912
443900,4882911
443896,4882910
443888,4882906
443878,4882903
443871,4882900
443863,4882897
443851,4882890
443842,4882886
443831,4882880
443822,4882875
443816,4882873
443805,4882869
443798,4882867
443790,4882865
443780,4882864
443763,4882862
443754,4882861
443745,4882861
443735,4882862
443728,4882862
443721,4882863
443713,4882865
443704,4882866
443692,4882867
443676,4882871
443666,4882872
443650,4882874
443633,4882878
443606,4882881
443514,4882894
443487,4882898
443475,4882899
443466,4882900
443455,4882901
443446,4882901
443431,4882903
443418,4882902
443403,4882902
443383,4882901
443364,4882900
443338,4882899
443325,4882898
443311,4882898
443302,4882899
443289,4882901
443276,4882902
443269,4882904
443260,4882905
443250,4882909
443241,4882911
443234,4882913
443227,4882917
443221,4882919
443214,4882922
443204,4882928
443189,4882937
443178,4882941
443165,4882949
443158,4882953
443149,4882956
443140,4882960
443134,4882962
443127,4882964
443117,4882966
443103,4882969
443094,4882971
443081,4882972
443065,4882974
443054,4882974
443039,4882974
443026,4882974
443010,4882973
443002,4882972
442998,4882972
442991,4882971
442983,4882969
442978,4882967
442974,4882964
442967,4882961
442962,4882958
442959,4882956
442956,4882952
442950,4882945
442949,4882943
442945,4882938
442944,4882936
442941,4882929
442940,4882924
442939,4882919
442939,4882912
442939,4882906
442940,4882892
442941,4882879
442941,4882872
442941,4882867
442941,4882860
442939,4882854
442937,4882849
442935,4882844
442933,4882839
442929,4882834
442924,4882829
442921,4882826
442918,4882824
442913,4882820
442907,4882817
442901,4882815
442896,4882814
442892,4882813
442887,4882812
442882,4882812
442877,4882812
442871,4882812
442867,4882813
442862,4882814
442856,4882815
442852,4882818
442842,4882822
442829,4882828
442819,4882832
442810,4882836
442799,4882839
442793,4882840
442785,4882843
442776,4882845
442765,4882845
442753,4882846
442742,4882846
442724,4882848
442695,4882848
442661,4882850
442639,4882852
442608,4882852
442571,4882853
442539,4882855
442518,4882856
442490,4882857
442468,4882859
442436,4882861
442406,4882863
442390,4882863
442372,4882863
442344,4882864
442331,4882863
442311,4882865
442297,4882865
442281,4882866
442272,4882867
442260,4882868
442250,4882870
442238,4882871
442229,4882872
442220,4882873
442211,4882874
442203,4882876
442192,4882877
442186,4882878
442180,4882878
442168,4882879
442160,4882879
442151,4882879
442143,4882878
442133,4882878
442126,4882877
442120,4882877
442112,4882875
442096,4882873
442081,4882870
442066,4882868
442055,4882865
442043,4882861
442033,4882859
442021,4882856
442010,4882853
441999,4882850
441986,4882845
441972,4882842
441949,4882838
441929,4882833
441916,4882831
441907,4882828
441898,4882826
441888,4882823
441877,4882818
441864,4882814
441851,4882810
441832,4882803
441800,4882791
441786,4882786
441769,4882780
441758,4882777
441747,4882773
441738,4882770
441721,4882765
441712,4882763
441703,4882761
441697,4882760
441688,4882759
441678,4882758
441669,4882758
441658,4882758
441648,4882758
441638,4882759
441617,4882761
441595,4882764
441583,4882765
441557,4882768
441537,4882771
441509,4882775
441482,4882779
441470,4882781
441455,4882783
441442,4882786
441428,4882788
441408,4882791
441403,4882793
441392,4882795
441379,4882798
441370,4882801
441350,4882808
441332,4882813
441313,4882819
441273,4882833
441232,4882846
441190,4882860
441135,4882878
441074,4882897
441048,4882906
441036,4882910
441016,4882916
440992,4882923
440961,4882933
440955,4882934
440950,4882935
440940,4882938
440933,4882939
440927,4882939
440916,4882939
440908,4882939
440903,4882939
440895,4882938
440880,4882936
440847,4882931
440830,4882927
440816,4882923
440806,4882920
440796,4882917
440788,4882914
440776,4882909
440765,4882904
440757,4882899
440744,4882894
440728,4882886
440713,4882880
440699,4882872
440689,4882868
440679,4882862
440661,4882855
440647,4882848
440635,4882843
440620,4882836
440603,4882829
440591,4882824
440583,4882821
440564,4882816
440552,4882811
440529,4882806
440512,4882802
440502,4882800
440493,4882799
440485,4882797
440473,4882796
440463,4882797
440454,4882797
440446,4882798
440435,4882800
440428,4882802
440419,4882806
440405,4882812
440395,4882816
440382,4882822
440364,4882831
440352,4882836
440339,4882842
440328,4882847
440313,4882851
440305,4882854
440292,4882856
440280,4882858
440271,4882858
440266,4882858
440252,4882858
440231,4882858
440220,4882857
440201,4882853
440174,4882850
440128,4882842
440088,4882834
440033,4882822
440010,4882816
439970,4882803
439943,4882795
439856,4882771
439803,4882757
439770,4882745
439712,4882722
439668,4882704
439627,4882686
439591,4882672
439582,4882669
439570,4882666
439546,4882663
439527,4882662
439507,4882662
439494,4882663
439431,4882666
439411,4882668
439401,4882669
439370,4882672
439351,4882676
439327,4882681
439293,4882690
439272,4882695
439247,4882701
439213,4882710
439171,4882722
439151,4882725
439124,4882730
439072,4882736
439040,4882740
438974,4882747
438948,4882749
438898,4882753
438876,4882754
438858,4882755
438824,4882754
438794,4882751
438747,4882746
438702,4882741
438660,4882735
438618,4882729
438585,4882723
438549,4882714
438509,4882702
438480,4882694
438419,4882674
438419,4882674
438419,4882674
438397,4882668
438350,4882656
438303,4882646
438272,4882640
438223,4882629
438173,4882620
438078,4882601
438017,4882587
437962,4882576
437928,4882569
437908,4882564
437897,4882558
437885,4882550
437876,4882543
437870,4882535
437861,4882521
437847,4882492
437826,4882450
437796,4882387
437777,4882347
437770,4882328
437767,4882318
437765,4882309
437763,4882297
437763,4882278
437764,4882266
437766,4882253
437768,4882245
437777,4882223
437782,4882212
437786,4882204
437796,4882191
437813,4882173
437821,4882167
437844,4882154
437868,4882143
437899,4882129
437929,4882118
437970,4882101
437994,4882092
438011,4882084
438024,4882078
438033,4882071
438042,4882064
438054,4882053
438077,4882029
438101,4882004
438144,4881959
438191,4881909
438199,4881901
438214,4881885
438237,4881858
438245,4881846
438251,4881835
438254,4881825
438255,4881817
438254,4881812
438254,4881807
438253,4881802
438250,4881795
438247,4881789
438242,4881782
438234,4881772
438215,4881751
438192,4881726
438185,4881720
438175,4881712
438168,4881710
438161,4881708
438156,4881707
438151,4881706
438143,4881705
438136,4881705
438118,4881706
438096,4881708
438057,4881711
438012,4881714
437965,4881715
437927,4881715
437892,4881715
437863,4881715
437824,4881716
437767,4881713
437734,4881711
437727,4881709
437719,4881707
437702,4881699
437657,4881675
437625,4881655
437602,4881642
437573,4881628
437549,4881619
437518,4881612
437475,4881601
437430,4881589
437379,4881576
437334,4881563
437314,4881556
437299,4881551
437283,4881543
437272,4881537
437260,4881529
437246,4881518
437227,4881503
437200,4881481
437164,4881456
437132,4881433
436960,4881313
436903,4881273
436858,4881243
436803,4881207
436793,4881201
436780,4881192
436739,4881165
436729,4881159
436716,4881148
436707,4881141
436699,4881134
436690,4881126
436685,4881119
436678,4881111
436641,4881066
436588,4880998
436563,4880967
436506,4880893
436476,4880854
436464,4880838
436454,4880825
436449,4880817
436438,4880800
436430,4880787
436420,4880768
436412,4880752
436407,4880740
436391,4880709
436386,4880695
436383,4880685
436379,4880671
436378,4880660
436377,4880646
436377,4880621
436377,4880603
436375,4880573
436375,4880559
436376,4880547
436377,4880538
436377,4880531
436380,4880521
436381,4880515
436390,4880489
436409,4880458
436423,4880437
436439,4880416
436453,4880399
436459,4880394
436471,4880382
436483,4880376
436490,4880371
436501,4880365
436518,4880357
436536,4880348
436544,4880344
436552,4880338
436560,4880334
436593,4880307
436607,4880297
436618,4880291
436634,4880281
436650,4880274
436672,4880265
436694,4880255
436729,4880241
436757,4880232
436832,4880214
436869,4880205
436912,4880194
436943,4880173
436949,4880169
436951,4880166
436955,4880159
436957,4880154
436960,4880148
436961,4880143
436961,4880139
436960,4880133
436960,4880129
436960,4880127
436958,4880123
436956,4880119
436954,4880114
436951,4880110
436947,4880107
436943,4880102
436935,4880099
436923,4880094
436912,4880090
436888,4880083
436865,4880075
436849,4880070
436836,4880063
436827,4880057
436818,4880049
436811,4880042
436801,4880031
436794,4880020
436786,4880009
436768,4879975
436750,4879940
436734,4879911
436730,4879903
436717,4879878
436713,4879867
436708,4879851
436705,4879836
436700,4879808
436698,4879798
436695,4879789
436693,4879780
436685,4879762
436681,4879749
436678,4879739
436675,4879727
436673,4879714
436672,4879703
436671,4879689
436668,4879637
436668,4879628
436668,4879616
436669,4879603
436670,4879590
436673,4879575
436676,4879568
436679,4879561
436682,4879553
436687,4879546
436692,4879537
436699,4879529
436712,4879516
436720,4879509
436728,4879503
436748,4879492
436765,4879481
436771,4879476
436775,4879473
436778,4879467
436781,4879462
436783,4879456
436784,4879448
436785,4879444
436785,4879437
436783,4879430
436781,4879422
436779,4879413
436774,4879403
436756,4879365
436737,4879327
436716,4879288
436705,4879266
436680,4879223
436670,4879206
436661,4879192
436649,4879171
436644,4879159
436639,4879144
436630,4879117
436624,4879099
436620,4879082
436619,4879069
436619,4879060
436620,4879049
436621,4879042
436622,4879036
436626,4879025
436631,4879011
436633,4879006
436634,4879000
436635,4878996
436636,4878990
436635,4878979
436634,4878971
436632,4878960
436629,4878951
436622,4878935
436619,4878928
436613,4878918
436605,4878905
436600,4878896
436594,4878887
436574,4878858
436534,4878801
436517,4878778
436500,4878756
436482,4878734
436463,4878711
436431,4878674
436417,4878658
436405,4878646
436376,4878618
436334,4878580
436307,4878553
436300,4878548
436291,4878540
436276,4878531
436268,4878527
436248,4878519
436197,4878497
436185,4878492
436163,4878484
436154,4878481
436146,4878479
436140,4878478
436129,4878477
436120,4878478
436112,4878480
436100,4878481
436088,4878484
436076,4878488
436063,4878491
436053,4878496
436044,4878499
436034,4878503
436022,4878509
436006,4878517
435985,4878531
435966,4878541
435955,4878546
435950,4878548
435941,4878551
435927,4878555
435907,4878558
435878,4878562
435833,4878567
435790,4878569
435762,4878572
435734,4878574
435701,4878575
435628,4878575
435548,4878575
435416,4878575
435315,4878574
435281,4878574
435234,4878575
435203,4878576
435146,4878579
435107,4878581
435083,4878581
435062,4878580
435036,4878579
435011,4878578
434950,4878578
434895,4878577
434873,4878577
434859,4878577
434850,4878579
434829,4878581
434821,4878583
434810,4878586
434789,4878593
434762,4878602
434739,4878611
434686,4878629
434650,4878642
434614,4878657
434549,4878695
434495,4878733
434473,4878746
434461,4878751
434446,4878759
434423,4878768
434411,4878774
434400,4878780
434385,4878788
434369,4878798
434353,4878809
434337,4878820
434319,4878830
434313,4878833
434304,4878837
434294,4878841
434238,4878859
434216,4878868
434202,4878875
434190,4878881
434175,4878890
434162,4878898
434148,4878907
434114,4878928
433977,4879015
433941,4879038
433925,4879047
433918,4879050
433910,4879053
433902,4879057
433893,4879058
433884,4879059
433876,4879059
433866,4879058
433858,4879056
433848,4879054
433837,4879051
433827,4879050
433818,4879050
433807,4879051
433801,4879052
433798,4879053
433795,4879055
433792,4879056
433788,4879058
433784,4879061
433782,4879064
433779,4879066
433777,4879068
433772,4879075
433770,4879080
433768,4879085
433767,4879089
433766,4879095
433764,4879100
433764,4879107
433760,4879129
433757,4879145
433752,4879162
433749,4879173
433746,4879179
433743,4879187
433740,4879193
433737,4879198
433734,4879205
433729,4879212
433725,4879219
433719,4879225
433711,4879235
433703,4879243
433689,4879254
433675,4879267
433654,4879285
433639,4879297
433589,4879338
433582,4879344
433572,4879353
433550,4879375
433542,4879383
433529,4879394
433523,4879398
433517,4879403
433504,4879412
433495,4879416
433486,4879420
433478,4879423
433473,4879425
433465,4879428
433450,4879430
433442,4879431
433436,4879433
433429,4879433
433415,4879433
433406,4879434
433398,4879434
433392,4879435
433386,4879435
433376,4879438
433344,4879446
433313,4879453
433301,4879455
433287,4879457
433278,4879459
433262,4879461
433248,4879462
433231,4879463
433213,4879464
433182,4879464
433169,4879464
433159,4879463
433146,4879462
433134,4879461
433117,4879460
433104,4879460
433094,4879460
433083,4879462
433074,4879463
433066,4879465
433054,4879467
433035,4879473
433007,4879480
432980,4879488
432960,4879495
432925,4879507
432911,4879511
432902,4879515
432890,4879520
432865,4879529
432840,4879542
432811,4879557
432774,4879578
432740,4879600
432705,4879622
432690,4879633
432667,4879651
432630,4879684
432609,4879705
432569,4879755
432535,4879806
432517,4879840
432507,4879859
432485,4879907
432462,4879953
432454,4879970
432445,4879987
432438,4879997
432422,4880027
432408,4880049
432386,4880087
432368,4880112
432356,4880130
432340,4880149
432325,4880165
432315,4880173
432304,4880182
432294,4880189
432279,4880201
432246,4880228
432188,4880273
432163,4880293
432148,4880304
432131,4880316
432117,4880323
432108,4880328
432091,4880335
432048,4880352
432010,4880366
431975,4880378
431933,4880390
431908,4880396
431884,4880401
431844,4880410
431800,4880420
431760,4880428
431720,4880434
431672,4880440
431630,4880445
431580,4880449
431524,4880454
431455,4880459
431396,4880463
431348,4880467
431296,4880472
431256,4880477
431222,4880484
431192,4880491
431140,4880506
431085,4880523
431065,4880530
431020,4880549
430935,4880585
430846,4880620
430811,4880635
430764,4880653
430737,4880663
430700,4880677
430678,4880684
430651,4880693
430628,4880701
430608,4880707
430571,4880716
430525,4880726
430500,4880730
430471,4880735
430441,4880739
430406,4880742
430382,4880745
430362,4880746
430329,4880748
430312,4880747
430297,4880747
430281,4880745
430265,4880744
430252,4880742
430243,4880741
430226,4880738
430206,4880733
430194,4880730
430181,4880726
430174,4880724
430165,4880720
430135,4880711
430118,4880702
430101,4880694
430083,4880685
430060,4880670
430044,4880661
430033,4880653
430025,4880646
430014,4880638
430006,4880631
429993,4880618
429979,4880602
429962,4880584
429942,4880561
429928,4880542
429914,4880524
429897,4880500
429880,4880474
429857,4880437
429841,4880407
429818,4880364
429809,4880345
429795,4880317
429782,4880288
429769,4880255
429753,4880211
429735,4880164
429717,4880119
429712,4880107
429704,4880090
429687,4880053
429667,4880013
429629,4879936
429606,4879891
429568,4879815
429524,4879726
429486,4879651
429475,4879626
429450,4879576
429445,4879566
429429,4879534
429410,4879498
429390,4879458
429376,4879434
429354,4879398
429326,4879358
429296,4879319
429267,4879282
429248,4879258
429136,4879117
429108,4879081
429105,4879078
429078,4879042
429049,4879006
429039,4878992
429028,4878980
429004,4878949
428978,4878916
428959,4878890
428941,4878865
428923,4878840
428913,4878822
428906,4878810
428895,4878791
428884,4878770
428869,4878740
428862,4878726
428851,4878701
428840,4878671
428833,4878651
428823,4878621
428816,4878592
428810,4878571
428807,4878559
428800,4878523
428796,4878496
428791,4878460
428789,4878435
428788,4878419
428787,4878392
428787,4878351
428787,4878340
428788,4878316
428790,4878291
428792,4878279
428795,4878249
428800,4878215
428807,4878181
428817,4878144
428822,4878124
428835,4878081
428845,4878052
428855,4878026
428872,4877988
428888,4877956
428902,4877930
428922,4877897
428929,4877885
428942,4877866
428970,4877828
429000,4877794
429017,4877771
429042,4877745
429064,4877723
429119,4877666
429136,4877650
429156,4877628
429165,4877617
429178,4877604
429204,4877574
429223,4877549
429239,4877528
429265,4877493
429288,4877462
429327,4877411
429358,4877370
429379,4877342
429388,4877333
429405,4877314
429459,4877266
429480,4877248
429496,4877233
429532,4877198
429569,4877161
429623,4877106
429685,4877043
429737,4876989
429785,4876940
429830,4876893
429871,4876850
429877,4876843
429895,4876829
429899,4876824
429908,4876816
429915,4876812
429921,4876809
429929,4876803
429942,4876796
429958,4876788
429973,4876782
429988,4876777
430003,4876773
430012,4876771
430021,4876769
430032,4876766
430044,4876765
430059,4876764
430071,4876764
430081,4876763
430090,4876763
430102,4876765
430115,4876768
430134,4876772
430147,4876776
430160,4876780
430186,4876787
430208,4876793
430219,4876795
430226,4876796
430234,4876797
430255,4876799
430263,4876799
430271,4876799
430281,4876799
430293,4876798
430305,4876797
430318,4876794
430333,4876791
430342,4876789
430355,4876784
430364,4876780
430372,4876777
430389,4876769
430400,4876763
430405,4876760
430415,4876754
430422,4876750
430431,4876743
430439,4876736
430445,4876731
430450,4876726
430457,4876717
430462,4876711
430475,4876696
430486,4876680
430500,4876662
430515,4876641
430528,4876623
430533,4876615
430567,4876570
430572,4876563
430595,4876531
430636,4876473
430717,4876361
430728,4876347
430777,4876277
430819,4876218
430856,4876167
430890,4876117
430910,4876086
430916,4876076
430935,4876045
430950,4876018
430998,4875935
431044,4875857
431078,4875798
431086,4875782
431108,4875744
431114,4875734
431132,4875699
431132,4875699
431155,4875650
431166,4875629
431178,4875597
431205,4875532
431216,4875500
431224,4875475
431241,4875414
431245,4875397
431249,4875383
431251,4875372
431258,4875338
431261,4875318
431269,4875268
431271,4875243
431274,4875217
431276,4875182
431276,4875165
431275,4875105
431274,4875069
431272,4875055
431270,4875033
431265,4874996
431263,4874983
431256,4874942
431252,4874925
431245,4874893
431238,4874867
431228,4874832
431223,4874818
431214,4874789
431201,4874752
431180,4874695
431172,4874671
431146,4874603
431118,4874523
431112,4874509
431108,4874499
431082,4874432
431079,4874425
431063,4874387
431053,4874369
431042,4874351
431023,4874320
431012,4874308
430987,4874280
430966,4874260
430949,4874245
430915,4874221
430903,4874214
430902,4874212
430888,4874206
430861,4874193
430851,4874188
430836,4874182
430824,4874179
430813,4874175
430783,4874168
430767,4874165
430753,4874164
430738,4874162
430733,4874162
430717,4874161
430690,4874162
430671,4874162
430649,4874166
430620,4874172
430597,4874178
430583,4874181
430572,4874186
430547,4874195
430526,4874204
430510,4874212
430494,4874220
430470,4874232
430396,4874274
430298,4874330
430220,4874374
430150,4874413
430083,4874451
429999,4874498
429945,4874530
429927,4874540
429915,4874547
429872,4874571
429846,4874587
429818,4874601
429751,4874641
429722,4874657
429662,4874691
429627,4874711
429623,4874713
429595,4874729
429568,4874745
429546,4874756
429508,4874777
429507,4874777
429492,4874784
429473,4874793
429447,4874804
429432,4874809
429414,4874817
429388,4874825
429368,4874830
429349,4874836
429339,4874840
429328,4874842
429314,4874846
429284,4874851
429260,4874855
429240,4874859
429226,4874860
429205,4874862
429189,4874864
429164,4874865
429144,4874866
429125,4874866
429106,4874867
429083,4874866
429067,4874865
429049,4874864
429037,4874863
429023,4874862
429002,4874860
428973,4874856
428952,4874854
428937,4874852
428917,4874850
428891,4874848
428864,4874846
428844,4874845
428823,4874844
428799,4874844
428743,4874845
428715,4874845
428685,4874846
428667,4874845
428648,4874844
428622,4874842
428601,4874840
428578,4874838
428549,4874834
428517,4874829
428480,4874822
428443,4874816
428402,4874810
428370,4874805
428344,4874802
428323,4874798
428299,4874796
428274,4874795
428252,4874794
428231,4874794
428205,4874794
428177,4874796
428127,4874799
428078,4874802
428021,4874806
427955,4874810
427886,4874815
427833,4874818
427793,4874821
427750,4874825
427706,4874827
427648,4874831
427568,4874837
427519,4874839
427479,4874843
427452,4874845
427430,4874846
427411,4874846
427395,4874845
427382,4874845
